Image,exx,eyy,exy,E1,E2,von_mises
frame_0011.jpg,0.0,0.0,0.0,0.0,0.0,0.0
frame_0012.jpg,-5.582375694922328e-05,7.986347628225688e-05,0.00016997975138284953,0.002016361386948964,-0.0019923216676159304,0.0037949951046216722
frame_0013.jpg,0.0001707041948977745,-2.401451061129019e-05,1.9419998467758385e-05,0.0019646093043482822,-0.0018179196200617984,0.0035875814166747115
frame_0014.jpg,0.00019968794908517662,0.0002948823884507551,0.000460092385092225,0.0023735473541372882,-0.0018789770166013568,0.004018388773599957
frame_0015.jpg,0.0003898761664671089,-0.00015735256033509837,0.00021031563352508358,0.002443167933124809,-0.0022106443269927986,0.004426764561470654
frame_0016.jpg,0.0008212431253833994,-0.00012202042651935221,0.0006374862488966861,0.0034967244591438988,-0.002797501760279851,0.006041906637205011
frame_0017.jpg,0.0007364241978131213,0.00017920446354153442,0.0003510575134201946,0.0028613079096534823,-0.0019456792482988267,0.004605675544568037
frame_0018.jpg,0.0007455984662487476,0.00023760778608881983,0.0005023831671324843,0.0034508014283497197,-0.0024675951760121527,0.005671536935115894
frame_0019.jpg,0.0005953532801133952,0.00017026261031197277,0.00043201075778618675,0.0035259140356416253,-0.002760298145216257,0.00601979651420385
frame_0020.jpg,0.0008499680290438934,-0.00010473941379241243,0.0002752675409050449,0.003161967385303795,-0.002416738770052314,0.005337503594951536
frame_0021.jpg,0.0005835189701501198,0.00027538137872427487,0.0002565696507024213,0.003020400515211386,-0.002161500166336991,0.0049257974156816245
frame_0022.jpg,0.001060374367440987,0.0005075101502424386,0.0002593641912685632,0.004192209066843407,-0.002624324549159982,0.006540371858973686
frame_0023.jpg,0.00102079682587638,0.00043154782932860634,0.0004156206866065474,0.003718707320854663,-0.002266362665649677,0.005784741309009824
frame_0024.jpg,0.0008452035357871833,0.00035808584561137195,0.00030124570197249153,0.0036351219607987924,-0.0024318325794002375,0.005897076050779804
frame_0025.jpg,0.0008814563398676595,0.00019219944006079677,0.0004356231886091977,0.003339523628543091,-0.0022658678486146347,0.005384563704089365
frame_0026.jpg,0.001144858023015704,0.00012402989761820828,0.000332901093188038,0.003965823479627968,-0.0026969355589940556,0.006472017027845266
frame_0027.jpg,0.0011113454258576696,0.00041237623060480754,0.0006217299219405629,0.004348755812311539,-0.002825034155849062,0.0068992649510785315
frame_0028.jpg,0.0010624654292071037,0.0004143646028481915,0.00047542309271675955,0.003896187598632606,-0.0024193575665773103,0.006095631089149471
frame_0029.jpg,0.001066679993932592,0.0006861402939728697,0.00042817267072439534,0.004363830170142533,-0.0026110098822370695,0.006750144124817813
frame_0030.jpg,0.000997550171990836,0.0003009248293873894,0.0005089362966780832,0.004288922430934308,-0.0029904474295560832,0.007038273514356522
frame_0031.jpg,0.0009382608514365944,0.0006804966436856181,0.0004196473848826971,0.004099813041677871,-0.002481055546555658,0.006349099784531245
