Image,exx,eyy,exy,E1,E2,von_mises
frame_0011.jpg,0.0,0.0,0.0,0.0,0.0,0.0
frame_0012.jpg,0.00010792392117160184,-5.6782969228037644e-05,0.0008828276520842438,0.0028832881985951853,-0.0028321472466516216,0.00533740077571977
frame_0013.jpg,3.989959930206512e-05,5.678830446896854e-05,8.542120873511255e-05,0.0005615382540808009,-0.00046485035030976725,0.0009814538306642737
frame_0014.jpg,0.0001839217606124345,8.224007133003714e-05,-0.00012114731581894666,0.0008578497968828078,-0.0005916879649403364,0.0013663950991719478
frame_0015.jpg,0.0014815857360413024,6.053897884342222e-05,-0.0009847454257778355,0.003441813152653512,-0.001899688437768787,0.0050263046506766424
frame_0016.jpg,0.0007656790993430398,0.00014476909504070154,0.0006614378282240221,0.006698782743540262,-0.0057883345491565215,0.011646670890827887
frame_0017.jpg,0.00010159365780703673,3.732801317335008e-05,-0.001087752922431572,0.0034104954179793277,-0.003271573746998941,0.006257274772498316
frame_0018.jpg,0.0004927335085568728,0.00010241528491040209,-0.0011364396635469023,0.0023186787962921436,-0.0017235300028248682,0.0037259995395777855
frame_0019.jpg,0.00016393594808511802,0.00018918764341127622,1.7746345146552668e-05,0.0007118671664086608,-0.00035874357491226647,0.0010417526923527896
frame_0020.jpg,0.00019956201940149693,0.0006224225451062609,0.000789192839935943,0.002264135992591796,-0.001442151428084039,0.0035257102394375796
frame_0021.jpg,0.00016790536733774037,0.0008465266727901004,0.0016556973223919634,0.002802205197285645,-0.0017877731571578044,0.004212437358751767
frame_0022.jpg,0.00012031768585418485,0.00023976572743662587,0.00013913107918692635,0.0007273730214229014,-0.00036728960813209066,0.001073210334141053
frame_0023.jpg,0.00022311444049114945,0.0002158745185478584,0.00015700280249535622,0.0007567664337528912,-0.00031777747471388337,0.001056469536997894
frame_0024.jpg,0.00036520791220498255,0.0006784185662969842,5.19585776162314e-05,0.0033463428989883664,-0.0023027164204864003,0.005186599757555529
frame_0025.jpg,0.0006512648575789444,0.0002298635202687937,-0.0010784495960582388,0.0023840626287952777,-0.0015029342509475395,0.0035833168287363105
frame_0026.jpg,0.0005094808298391062,0.0008465400108924279,0.0007662579729840473,0.0059313067428594345,-0.0045752859021279,0.009707677179108197
frame_0027.jpg,0.0006207286061106862,0.00025308782404119323,-0.0010292146589372542,0.002398017193843429,-0.0015242007636915493,0.0036227544958404973
frame_0028.jpg,0.0002578975437404392,0.0009143429202633303,0.0009929870392059114,0.005040681717064248,-0.003868441253060478,0.008232233356206695
frame_0029.jpg,0.0005770463209885819,0.00034186890075256775,-0.000281959480338997,0.002136633382129272,-0.0012177181603881225,0.0031817593154373027
frame_0030.jpg,0.000286769200038243,0.0002831599095484594,0.00018053521643151768,0.0009055163776361404,-0.0003355872680494381,0.0012099766324757998
frame_0031.jpg,0.00021672815709680945,0.001403656539383468,0.002159710864087085,0.0036850951702571268,-0.0020647104737768493,0.005259818765525107
